î‘çÜ,VID,AID
62798,K59G03S00010,K59G03S00010
62799,K59G03S00011,K59G03S00011
62800,K59G03S00012,K59G03S00012
62801,K59G03S00013,K59G03S00013
62802,K59G03S00014,K59G03S00014
62803,K59G03S00015,K59G03S00015
62804,K59G03S00016,K59G03S00016
62805,K59G03S00017,K59G03S00017
62806,K59G03S00018,K59G03S00018
62807,K59G03S00019,K59G03S00019A
62808,K59G03S00020,K59G03S00019A
62809,K59G03S00021,K59G03S00021
62810,K59G03S00022,K59G03S00022
62811,K59G03S00023,K59G03S00023
62812,K59G03S00024,K59G03S00024
62813,K59G03S00025,K59G03S00025
62814,K59G03S00026,K59G03S00026
62815,K59G03S00027,K59G03S00027
62816,K59G03S00028,K59G03S00028
62817,K59G03S00029,K59G03S00029
62818,K59G03S00030,K59G03S00030
62819,K59G03S00031,K59G03S00031
62820,K59G03S00032,K59G03S00032A
62821,K59G03S00033,K59G03S00032A
62822,K59G03S00034,K59G03S00034
62823,K59G03S00035,K59G03S00035
62825,K59G03S00036,K59G03S00036
62826,K59G03S00037,K59G03S00037
62827,K59G03S00038,K59G03S00038
62828,K59G03S00039,K59G03S00039
62829,K59G03S00040,K59G03S00040
62830,K59G03S00041,K59G03S00041
62831,K59G03S00042,K59G03S00042
62832,K59G03S00043,K59G03S00043
62833,K59G03S00044,K59G03S00044
62834,K59G03S00045,K59G03S00045
62835,K59G03S00046,K59G03S00046
62836,K59G03S00047,K59G03S00047
62837,K59G03S00048,K59G03S00048
62838,K59G03S00049,K59G03S00049
62839,K59G03S00050,K59G03S00050
62840,K59G03S00051,K59G03S00051
62841,K59G03S00052,K59G03S00052A
62842,K59G03S00053,K59G03S00052A
62843,K59G03S00054,K59G03S00054
62844,K59G03S00055,K59G03S00055
62845,K59G03S00056,K59G03S00056
62846,K59G03S00057,K59G03S00057
62847,K59G03S00058,K59G03S00058
62850,K59G03S00059,K59G03S00059
62851,K59G03S00060,K59G03S00060
62852,K59G03S00061,K59G03S00061
62853,K59G03S00062,K59G03S00062
62854,K59G03S00063,K59G03S00063
62855,K59G03S00064,K59G03S00064
62856,K59G03S00065,K59G03S00065
62857,K59G03S00066,K59G03S00066
62858,K59G03S00067,K59G03S00067
62859,K59G03S00068,K59G03S00068
62860,K59G03S00069,K59G03S00069
62861,K59G03S00070,K59G03S00070A
62862,K59G03S00071,K59G03S00070A
62863,K59G03S00072,K59G03S00072
62864,K59G03S00073,K59G03S00073
62865,K59G03S00074,K59G03S00074
62866,K59G03S00075,K59G03S00075
62867,K59G03S00076,K59G03S00076
62868,K59G03S00077,K59G03S00077A
62869,K59G03S00078,K59G03S00077A
62870,K59G03S00079,K59G03S00077A
62871,K59G03S00080,K59G03S00080
62872,K59G03S00081,K59G03S00081
62873,K59G03S00082,K59G03S00082
62874,K59G03S00083,K59G03S00083
62875,K59G03S00084,K59G03S00084
62876,K59G03S00085,K59G03S00085
62877,K59G03S00086,K59G03S00086
62878,K59G03S00087,K59G03S00087
62879,K59G03S00088,K59G03S00088
62880,K59G03S00089,K59G03S00089
62881,K59G03S00090,K59G03S00090
62882,K59G03S00091,K59G03S00091
62883,K59G03S00092,K59G03S00092
62884,K59G03S00093,K59G03S00093
62885,K59G03S00094,K59G03S00094
62886,K59G03S00095,K59G03S00095
62887,K59G03S00096,K59G03S00096
62888,K59G03S00097,K59G03S00097
62889,K59G03S00098,K59G03S00098
62890,K59G03S00099,K59G03S00099
62891,K59G03S00100,K59G03S00100
62892,K59G03S00101,K59G03S00101
62893,K59G03S00102,K59G03S00102A
62894,K59G03S00103,K59G03S00102A
62895,K59G03S00104,K59G03S00104
62896,K59G03S00105,K59G03S00105
62897,K59G03S00106,K59G03S00102A
62898,K59G03S00107,K59G03S00107
62899,K59G03S00108,K59G03S00108
62900,K59G03S00109,K59G03S00109
62901,K59G03S00110,K59G03S00110
62902,K59G03S00111,K59G03S00111
62903,K59G03S00112,K59G03S00112
62904,K59G03S00113,K59G03S00113
62905,K59G03S00114,K59G03S00114
62906,K59G03S00115,K59G03S00115
62907,K59G03S00116,K59G03S00116A
62908,K59G03S00117,K59G03S00116A
62909,K59G03S00118,K59G03S00118A
62910,K59G03S00119,K59G03S00118A
62911,K59G03S00120,K59G03S00120
62912,K59G03S00121,K59G03S00121A
62913,K59G03S00122,K59G03S00122
62914,K59G03S00123,K59G03S00121A
62915,K59G03S00124,K59G03S00121A
62916,K59G03S00125,K59G03S00121A
62917,K59G03S00126,K59G03S00126A
62918,K59G03S00127,K59G03S00126A
62919,K59G03S00128,K59G03S00128
62920,K59G03S00129,K59G03S00129
62921,K59G03S00130,K59G03S00130
62922,K59G03S00131,K59G03S00131
62923,K59G03S00132,K59G03S00132
62924,K59G03S00133,K59G03S00133
62925,K59G03S00134,K59G03S00134A
62926,K59G03S00135,K59G03S00135A
62927,K59G03S00136,K59G03S00134A
62928,K59G03S00137,K59G03S00135A
62929,K59G03S00138,K59G03S00138A
62930,K59G03S00139,K59G03S00138A
62931,K59G03S00140,K59G03S00140
62932,K59G03S00141,K59G03S00141
62933,K59G03S00142,K59G03S00142
62934,K59G03S00143,K59G03S00143
62935,K59G03S00144,K59G03S00144
62936,K59G03S00145,K59G03S00145
62937,K59G03S00146,K59G03S00146
62938,K59G03S00147,K59G03S00147
62939,K59G03S00148,K59G03S00148
62940,K59G03S00149,K59G03S00149
62941,K59G03S00150,K59G03S00150
62942,K59G03S00151,K59G03S00151
62943,K59G03S00152,K59G03S00152
62944,K59G03S00153,K59G03S00153
62945,K59G03S00154,K59G03S00154
62947,K59G03S00155,K59G03S00155
62948,K59G03S00156,K59G03S00156
62949,K59G03S00157,K59G03S00157
62950,K59G03S00158,K59G03S00158
62951,K59G03S00159,K59G03S00159
62952,K59G03S00160,K59G03S00160
62953,K59G03S00161,K59G03S00161
62955,K59G03S00162,K59G03S00162
62956,K59G03S00163,K59G03S00163
62957,K59G03S00164,K59G03S00164
62958,K59G03S00165,K59G03S00165
62959,K59G03S00166,K59G03S00166
62960,K59G03S00167,K59G03S00167
62961,K59G03S00168,K59G03S00168
62962,K59G03S00169,K59G03S00169
62963,K59G03S00170,K59G03S00170
62964,K59G03S00171,K59G03S00171
62965,K59G03S00172,K59G03S00172
62966,K59G03S00173,K59G03S00173
62967,K59G03S00174,K59G03S00174
62968,K59G03S00175,K59G03S00175
62969,K59G03S00176,K59G03S00176
62970,K59G03S00177,K59G03S00177
62971,K59G03S00178,K59G03S00178
62972,K59G03S00179,K59G03S00179
62973,K59G03S00180,K59G03S00180
62974,K59G03S00181,K59G03S00181
62975,K59G03S00182,K59G03S00182
62976,K59G03S00183,K59G03S00183
62977,K59G03S00184,K59G03S00184
62978,K59G03S00185,K59G03S00185
62979,K59G03S00186,K59G03S00186
62980,K59G03S00187,K59G03S00187
62981,K59G03S00188,K59G03S00188
62982,K59G03S00189,K59G03S00189
62983,K59G03S00190,K59G03S00190A
62984,K59G03S00191,K59G03S00190A
62985,K59G03S00192,K59G03S00192
62986,K59G03S00193,K59G03S00193
62987,K59G03S00194,K59G03S00194
62988,K59G03S00195,K59G03S00195
62989,K59G03S00196,K59G03S00196
62990,K59G03S00197,K59G03S00197
62991,K59G03S00198,K59G03S00198A
62992,K59G03S00199,K59G03S00199
62993,K59G03S00200,K59G03S00198A
62994,K59G03S00201,K59G03S00201
62995,K59G03S00202,K59G03S00202
62996,K59G03S00203,K59G03S00203
62997,K59G03S00204,K59G03S00204
62998,K59G03S00205,K59G03S00205
62999,K59G03S00206,K59G03S00206
63000,K59G03S00207,K59G03S00207
63001,K59G03S00208,K59G03S00208
63002,K59G03S00209,K59G03S00209
63003,K59G03S00210,K59G03S00210
63004,K59G03S00211,K59G03S00211
63005,K59G03S00212,K59G03S00212A
63006,K59G03S00213,K59G03S00213
63007,K59G03S00214,K59G03S00212A
63008,K59G03S00215,K59G03S00215
63009,K59G03S00216,K59G03S00216
63010,K59G03S00217,K59G03S00217
63011,K59G03S00218,K59G03S00218
63012,K59G03S00219,K59G03S00219
63013,K59G03S00220,K59G03S00220
63014,K59G03S00221,K59G03S00221
63015,K59G03S00222,K59G03S00222
63016,K59G03S00223,K59G03S00223
63017,K59G03S00224,K59G03S00224
63018,K59G03S00225,K59G03S00225
63019,K59G03S00226,K59G03S00226
63020,K59G03S00227,K59G03S00227
63021,K59G03S00228,K59G03S00228
63022,K59G03S00229,K59G03S00229
63023,K59G03S00230,K59G03S00230
63024,K59G03S00231,K59G03S00231
63025,K59G03S00232,K59G03S00232A
63026,K59G03S00233,K59G03S00232A
63027,K59G03S00234,K59G03S00234
63028,K59G03S00235,K59G03S00235
63029,K59G03S00236,K59G03S00236
63030,K59G03S00237,K59G03S00237
63031,K59G03S00238,K59G03S00238A
63032,K59G03S00239,K59G03S00238A
63033,K59G03S00240,K59G03S00240A
63034,K59G03S00241,K59G03S00240A
63035,K59G03S00242,K59G03S00242
63036,K59G03S00243,K59G03S00243
63037,K59G03S00244,K59G03S00244A
63038,K59G03S00245,K59G03S00245A
63039,K59G03S00246,K59G03S00246
63040,K59G03S00247,K59G03S00247
63041,K59G03S00248,K59G03S00248
63042,K59G03S00249,K59G03S00249
63043,K59G03S00250,K59G03S00250
63044,K59G03S00251,K59G03S00245A
63045,K59G03S00252,K59G03S00244A
63046,K59G03S00253,K59G03S00253
63047,K59G03S00254,K59G03S00254
63048,K59G03S00255,K59G03S00255
63049,K59G03S00256,K59G03S00256
63050,K59G03S00257,K59G03S00257A
63051,K59G03S00258,K59G03S00257A
63052,K59G03S00259,K59G03S00259
63053,K59G03S00260,K59G03S00260
63054,K59G03S00261,K59G03S00261
63055,K59G03S00262,K59G03S00262A
63056,K59G03S00263,K59G03S00262A
63057,K59G03S00264,K59G03S00264
63058,K59G03S00265,K59G03S00265
63059,K59G03S00266,K59G03S00266
63060,K59G03S00267,K59G03S00267
63061,K59G03S00268,K59G03S00268
63062,K59G04S00001,K59G04S00001A
63063,K59G04S00002,K59G04S00001A
63064,K59G04S00003,K59G04S00003
63065,K59G04S00004,K59G04S00004A
63066,K59G04S00005,K59G04S00004A
63067,K59G04S00006,K59G04S00006A
63068,K59G04S00007,K59G04S00006A
63069,K59G04S00008,K59G04S00006A
63070,K59G04S00009,K59G04S00009
63071,K59G04S00010,K59G04S00010
63072,K59G04S00011,K59G04S00011
63073,K59G04S00012,K59G04S00012
63074,K59G04S00013,K59G04S00013
63075,K59G04S00014,K59G04S00014
63076,K59G04S00015,K59G04S00015
63077,K59G04S00016,K59G04S00016
63078,K59G04S00017,K59G04S00017
63079,K59G04S00018,K59G04S00018
63080,K59G04S00019,K59G04S00019
63081,K59G04S00020,K59G04S00020
63082,K59G04S00021,K59G04S00021
63083,K59G04S00022,K59G04S00022
63084,K59G04S00023,K59G04S00023
63085,K59G04S00024,K59G04S00024A
63086,K59G04S00025,K59G04S00025A
63087,K59G04S00026,K59G04S00024A
63088,K59G04S00027,K59G04S00025A
63089,K59G04S00028,K59G04S00028
63090,K59G04S00029,K59G04S00029A
63091,K59G04S00030,K59G04S00029A
63092,K59G04S00031,K59G04S00031A
63093,K59G04S00032,K59G04S00031A
63094,K59G04S00033,K59G04S00031A
63095,K59G04S00034,K59G04S00031A
63096,K59G04S00035,K59G04S00035
63097,K59G04S00036,K59G04S00036
63098,K59G04S00037,K59G04S00037
63099,K59G04S00038,K59G04S00038
63100,K59G04S00039,K59G04S00039
63101,K59G04S00040,K59G04S00040
63102,K59G04S00041,K59G04S00041
63103,K59G04S00042,K59G04S00042
63104,K59G04S00043,K59G04S00043
63105,K59G04S00044,K59G04S00044
63106,K59G04S00045,K59G04S00045
63107,K59G04S00046,K59G04S00046A
63108,K59G04S00047,K59G04S00046A
63109,K59G04S00048,K59G04S00048
63110,K59G04S00049,K59G04S00049
63111,K59G04S00050,K59G04S00050
63112,K59G04S00051,K59G04S00051
63113,K59G04S00052,K59G04S00052
63114,K59G04S00053,K59G04S00053
63115,K59G04S00054,K59G04S00054
63116,K59G04S00055,K59G04S00055
63117,K59G04S00056,K59G04S00056
63118,K59G04S00057,K59G04S00057
63119,K59G04S00058,K59G04S00058
63120,K59G04S00059,K59G04S00059
63121,K59G04S00060,K59G04S00060
63122,K59G04S00061,K59G04S00061
63123,K59G04S00062,K59G04S00062
63124,K59G04S00063,K59G04S00063
63125,K59G04S00064,K59G04S00064
63126,K59G04S00065,K59G04S00065
63127,K59G04S00066,K59G04S00066
63128,K59G04S00067,K59G04S00067
63129,K59G04S00068,K59G04S00068
63130,K59G04S00069,K59G04S00069
63131,K59G04S00070,K59G04S00070
63132,K59G04S00071,K59G04S00071
63133,K59G04S00072,K59G04S00072
63134,K59G04S00073,K59G04S00073
63135,K59G04S00074,K59G04S00074
63136,K59G04S00075,K59G04S00075
63137,K59G04S00076,K59G04S00076
63138,K59G04S00077,K59G04S00077
63139,K59G04S00078,K59G04S00078
63140,K59G04S00079,K59G04S00079
63141,K59G04S00080,K59G04S00080
63142,K59G04S00081,K59G04S00081
63143,K59G04S00082,K59G04S00082A
63144,K59G04S00083,K59G04S00082A
63145,K59G04S00084,K59G04S00084
63146,K59G04S00085,K59G04S00085
63147,K59G04S00086,K59G04S00086
63148,K59G04S00087,K59G04S00087
63149,K59G04S00088,K59G04S00088
63150,K59G04S00089,K59G04S00089
63151,K59G04S00090,K59G04S00090A
63152,K59G04S00091,K59G04S00090A
63153,K59G04S00092,K59G04S00092
63154,K59G04S00093,K59G04S00093A
63155,K59G04S00094,K59G04S00093A
63156,K59G04S00095,K59G04S00095A
63157,K59G04S00096,K59G04S00096
63158,K59G04S00097,K59G04S00095A
63159,K59G04S00098,K59G04S00098
63160,K59G04S00099,K59G04S00093A
63161,K59G04S00100,K59G04S00093A
63162,K59G04S00101,K59G04S00101A
63163,K59G04S00102,K59G04S00102A
63164,K59G04S00103,K59G04S00102A
63165,K59G04S00104,K59G04S00101A
63166,K59G04S00105,K59G04S00105
63167,K59G04S00106,K59G04S00106
63168,K59G04S00107,K59G04S00107
63169,K59G04S00108,K59G04S00108
63170,K59G04S00109,K59G04S00109A
63171,K59G04S00110,K59G04S00109A
63172,K59G04S00111,K59G04S00111
63173,K59G04S00112,K59G04S00112
63174,K59G04S00113,K59G04S00113A
63175,K59G04S00114,K59G04S00113A
63176,K59G04S00115,K59G04S00115
63177,K59G04S00116,K59G04S00102A
63178,K59G04S00117,K59G04S00117
63179,K59G04S00118,K59G04S00118A
63180,K59G04S00119,K59G04S00118A
63181,K59G04S00120,K59G04S00120A
63182,K59G04S00121,K59G04S00121
63183,K59G04S00122,K59G04S00122
63184,K59G04S00123,K59G04S00123A
63185,K59G04S00124,K59G04S00123A
63186,K59G04S00125,K59G04S00120A
63187,K59G04S00126,K59G04S00120A
63188,K59G04S00127,K59G04S00127
63189,K59G04S00128,K59G04S00128
63190,K59G04S00129,K59G04S00129
63191,K59G04S00130,K59G04S00130
63192,K59G04S00131,K59G04S00131
63193,K59G04S00132,K59G04S00132
63194,K59G04S00133,K59G04S00133
63195,K59G04S00134,K59G04S00134
63196,K59G04S00135,K59G04S00135
63197,K59G04S00136,K59G04S00136
63198,K59G04S00137,K59G04S00137A
63199,K59G04S00138,K59G04S00137A
63200,K59G04S00139,K59G04S00139A
63201,K59G04S00140,K59G04S00140A
63202,K59G04S00141,K59G04S00137A
63203,K59G04S00142,K59G04S00139A
63204,K59G04S00143,K59G04S00140A
63205,K59G04S00144,K59G04S00137A
63206,K59G04S00145,K59G04S00140A
63207,K59G04S00146,K59G04S00140A
63208,K59G04S00147,K59G04S00137A
63210,K59G04S00148,K59G04S00140A
63211,K59G04S00149,K59G04S00140A
63212,K59G04S00150,K59G04S00137A
63213,K59G04S00151,K59G04S00140A
63214,K59G04S00152,K59G04S00140A
63215,K59G04S00153,K59G04S00140A
63216,K59G04S00154,K59G04S00137A
63217,K59G04S00155,K59G04S00155
63218,K59G04S00156,K59G04S00137A
63219,K59G04S00157,K59G04S00157
63220,K59G04S00158,K59G04S00158
63221,K59G04S00159,K59G04S00159
63222,K59G04S00160,K59G04S00160
63223,K59G04S00161,K59G04S00161
63224,K59G04S00162,K59G04S00162
63225,K59G04S00163,K59G04S00163
63226,K59G04S00164,K59G04S00164
63227,K59G04S00165,K59G04S00165
63228,K59G04S00166,K59G04S00166
63229,K59G04S00167,K59G04S00167
63230,K59G04S00168,K59G04S00168
63231,K59G04S00169,K59G04S00169
63232,K59G04S00170,K59G04S00170
63233,K59G04S00171,K59G04S00171
63234,K59G04S00172,K59G04S00172
63235,K59G04S00173,K59G04S00173
63236,K59G04S00174,K59G04S00174
63237,K59G04S00175,K59G04S00175
63238,K59G04S00176,K59G04S00176
63239,K59G04S00177,K59G04S00177
63240,K59G04S00178,K59G04S00178
63241,K59G04S00179,K59G04S00179
63242,K59G04S00180,K59G04S00180
63243,K59G04S00181,K59G04S00181
63244,K59G04S00182,K59G04S00182
63245,K59G04S00183,K59G04S00183
63246,K59G04S00184,K59G04S00184
63247,K59G04S00185,K59G04S00185
63248,K59G04S00186,K59G04S00186A
63249,K59G04S00187,K59G04S00186A
63250,K59G04S00188,K59G04S00186A
63251,K59G04S00189,K59G04S00186A
63252,K59G04S00190,K59G04S00190
63253,K59G04S00191,K59G04S00191A
63254,K59G04S00192,K59G04S00191A
63255,K59G04S00193,K59G04S00193
63256,K59G04S00194,K59G04S00194
63257,K59G04S00195,K59G04S00195
63259,K59G04S00196,K59G04S00196
63260,K59G04S00197,K59G04S00197
63261,K59G04S00198,K59G04S00198A
63262,K59G04S00199,K59G04S00198A
63263,K59G04S00200,K59G04S00200
63264,K59G04S00201,K59G04S00201A
63265,K59G04S00202,K59G04S00201A
63266,K59G04S00203,K59G04S00203
63267,K59G04S00204,K59G04S00204
63268,K59G04S00205,K59G04S00205
63269,K59G04S00206,K59G04S00206
63270,K59G04S00207,K59G04S00207
63271,K59G04S00208,K59G04S00208
63272,K59G04S00209,K59G04S00209
63273,K59G04S00210,K59G04S00210
63274,K59G04S00211,K59G04S00211
63275,K59G04S00212,K59G04S00212
63276,K59G04S00213,K59G04S00213
63277,K59G04S00214,K59G04S00214
63278,K59G04S00215,K59G04S00215
63279,K59G04S00216,K59G04S00216
63280,K59G04S00217,K59G04S00217A
63281,K59G04S00218,K59G04S00218
63282,K59G04S00219,K59G04S00219
63283,K59G04S00220,K59G04S00217A
63284,K59G04S00221,K59G04S00221
63285,K59G04S00222,K59G04S00222
63286,K59G04S00223,K59G04S00223
63287,K59G04S00224,K59G04S00224
63288,K59G04S00225,K59G04S00225
63289,K59G04S00226,K59G04S00226
63290,K59G04S00227,K59G04S00227
63291,K59G04S00228,K59G04S00228
63292,K59G04S00229,K59G04S00229
63293,K59G04S00230,K59G04S00230
63294,K59G04S00231,K59G04S00231
63295,K59G04S00232,K59G04S00232A
63296,K59G04S00233,K59G04S00232A
63297,K59G04S00234,K59G04S00234A
63298,K59G04S00235,K59G04S00234A
63299,K59G04S00236,K59G04S00236
63300,K59G04S00237,K59G04S00237
63301,K59G04S00238,K59G04S00238
63302,K59G04S00239,K59G04S00239
63303,K59G04S00240,K59G04S00240
63304,K59G04S00241,K59G04S00241
63305,K59G04S00242,K59G04S00242
63306,K59G04S00243,K59G04S00243
63307,K59G04S00244,K59G04S00244
63308,K59G04S00245,K59G04S00245
63309,K59G04S00246,K59G04S00246
63310,K59G04S00247,K59G04S00247
63311,K59G04S00248,K59G04S00248
63312,K59G04S00249,K59G04S00249
63313,K59G04S00250,K59G04S00250
63314,K59G04S00251,K59G04S00251
63315,K59G04S00252,K59G04S00252
63316,K59G04S00253,K59G04S00253
63317,K59G04S00254,K59G04S00254A
63318,K59G04S00255,K59G04S00255
63319,K59G04S00256,K59G04S00254A
63320,K59G04S00257,K59G04S00257
63321,K59G04S00258,K59G04S00258
63322,K59G04S00259,K59G04S00259
63323,K59G04S00260,K59G04S00260
63324,K59G04S00261,K59G04S00261
63325,K59G04S00262,K59G04S00262
63326,K59G04S00263,K59G04S00263
63327,K59G04S00264,K59G04S00264
63328,K59G04S00265,K59G04S00265
63329,K59G04S00266,K59G04S00266
63330,K59G04S00267,K59G04S00267
63331,K59G04S00268,K59G04S00268
63332,K59G04S00269,K59G04S00269
63333,K59G04S00270,K59G04S00270
63334,K59G04S00271,K59G04S00271
63335,K59G04S00272,K59G04S00272
63336,K59G04S00273,K59G04S00273
63337,K59G04S00274,K59G04S00274
63339,K59G04S00275,K59G04S00275
63340,K59G04S00276,K59G04S00276
63341,K59G04S00277,K59G04S00277
63342,K59G04S00278,K59G04S00278
63343,K59G04S00279,K59G04S00279
63344,K59G04S00280,K59G04S00280
63345,K59G04S00281,K59G04S00281
63346,K59G04S00282,K59G04S00282
63347,K59G04S00283,K59G04S00283
63348,K59G04S00284,K59G04S00284
63349,K59G04S00285,K59G04S00285
63350,K59G04S00286,K59G04S00286
63351,K59G04S00287,K59G04S00287
63352,K59G04S00288,K59G04S00288
63353,K59G04S00289,K59G04S00289
63354,K59G04S00290,K59G04S00290
63355,K59G04S00291,K59G04S00291A
63356,K59G04S00292,K59G04S00291A
63357,K59G04S00293,K59G04S00291A
63358,K59G04S00294,K59G04S00291A
63359,K59G04S00295,K59G04S00295
63360,K59G04S00296,K59G04S00296
63361,K59G04S00297,K59G04S00297
63362,K59G04S00298,K59G04S00298
63363,K59G04S00299,K59G04S00299
63364,K59G04S00300,K59G04S00300
63365,K59G04S00301,K59G04S00301
63366,K59G04S00302,K59G04S00302
63367,K59G04S00303,K59G04S00303
63368,K59G04S00304,K59G04S00304
63369,K59G04S00305,K59G04S00305
63370,K59G04S00306,K59G04S00306
63371,K59G04S00307,K59G04S00307
63372,K59G04S00308,K59G04S00308
63373,K59G04S00309,K59G04S00309
63374,K59G04S00310,K59G04S00310
63375,K59G04S00311,K59G04S00311
63376,K59G04S00312,K59G04S00312A
63377,K59G04S00313,K59G04S00312A
63378,K59G04S00314,K59G04S00314
63379,K59G04S00315,K59G04S00315
63380,K59G04S00316,K59G04S00316
63381,K59G04S00317,K59G04S00317
63382,K59G05S00001,K59G05S00001
63383,K59G05S00002,K59G05S00002
63384,K59G05S00003,K59G05S00003
63385,K59G05S00004,K59G05S00004
63386,K59G05S00005,K59G05S00005
63387,K59G05S00006,K59G05S00006
63388,K59G05S00007,K59G05S00007
63389,K59G05S00008,K59G05S00008
63390,K59G05S00009,K59G05S00009
63391,K59G05S00010,K59G05S00010
63392,K59G05S00011,K59G05S00011
63393,K59G05S00012,K59G05S00012
63394,K59G05S00013,K59G05S00013
63395,K59G05S00014,K59G05S00014
63396,K59G05S00015,K59G05S00015
63397,K59G05S00016,K59G05S00016
63398,K59G05S00017,K59G05S00017
63399,K59G05S00018,K59G05S00018
63400,K59G05S00019,K59G05S00019
63401,K59G05S00020,K59G05S00020
63402,K59G05S00021,K59G05S00021
63403,K59G05S00022,K59G05S00022
63404,K59G05S00023,K59G05S00023
63405,K59G05S00024,K59G05S00024
63406,K59G05S00025,K59G05S00025
63407,K59G05S00026,K59G05S00026
63408,K59G05S00027,K59G05S00027
63409,K59G05S00028,K59G05S00028
63410,K59G05S00029,K59G05S00029
63411,K59G05S00030,K59G05S00030A
63412,K59G05S00031,K59G05S00030A
63413,K59G05S00032,K59G05S00032
63414,K59G05S00033,K59G05S00033
63415,K59G05S00034,K59G05S00034
63416,K59G05S00035,K59G05S00035
63417,K59G05S00036,K59G05S00036
63418,K59G05S00037,K59G05S00037
63419,K59G05S00038,K59G05S00038
63420,K59G05S00039,K59G05S00039
63421,K59G05S00040,K59G05S00040
63422,K59G05S00041,K59G05S00041
63423,K59G05S00042,K59G05S00042
63424,K59G05S00043,K59G05S00043
63425,K59G05S00044,K59G05S00044
63426,K59G05S00045,K59G05S00045A
63427,K59G05S00046,K59G05S00046
63428,K59G05S00047,K59G05S00045A
63429,K59G05S00048,K59G05S00045A
63430,K59G05S00049,K59G05S00049
63431,K59G05S00050,K59G05S00050A
63432,K59G05S00051,K59G05S00050A
